epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,168.293,0.52762,0.48091,0.93959,0.99078,1,0.995,0.74159,1.03006,0.52662,1.3484,4.46e-05,4.46e-05,4.46e-05
186,169.2,0.54285,0.47999,0.91484,0.99083,1,0.995,0.74159,1.03543,0.4958,1.37055,4.2125e-05,4.2125e-05,4.2125e-05
187,170.054,0.53888,0.41079,0.97624,0.99083,1,0.995,0.74159,1.03543,0.4958,1.37055,3.965e-05,3.965e-05,3.965e-05
188,170.906,0.57561,0.44258,0.95965,0.99083,1,0.995,0.74159,1.03543,0.4958,1.37055,3.7175e-05,3.7175e-05,3.7175e-05
189,171.917,0.65915,0.49528,1.01869,0.99083,1,0.995,0.74159,1.03543,0.4958,1.37055,3.47e-05,3.47e-05,3.47e-05
190,172.803,0.47348,0.39202,0.93567,0.99088,1,0.995,0.74159,1.06205,0.50379,1.39459,3.2225e-05,3.2225e-05,3.2225e-05
191,175.622,0.47999,0.39618,1.02875,0.99088,1,0.995,0.74159,1.06205,0.50379,1.39459,2.975e-05,2.975e-05,2.975e-05
192,176.528,0.53763,0.38459,1.01839,0.99088,1,0.995,0.74159,1.06205,0.50379,1.39459,2.7275e-05,2.7275e-05,2.7275e-05
193,177.388,0.53334,0.42734,0.96996,0.99088,1,0.995,0.74159,1.06205,0.50379,1.39459,2.48e-05,2.48e-05,2.48e-05
194,178.284,0.4598,0.37794,0.87413,0.99095,1,0.995,0.74339,1.09481,0.56013,1.4207,2.2325e-05,2.2325e-05,2.2325e-05
195,179.141,0.49684,0.39907,0.98413,0.99095,1,0.995,0.74339,1.09481,0.56013,1.4207,1.985e-05,1.985e-05,1.985e-05
196,180,0.49558,0.38572,0.98608,0.99095,1,0.995,0.74339,1.09481,0.56013,1.4207,1.7375e-05,1.7375e-05,1.7375e-05
197,181.004,0.50099,0.40525,0.985,0.99095,1,0.995,0.74339,1.09481,0.56013,1.4207,1.49e-05,1.49e-05,1.49e-05
198,181.894,0.46308,0.35608,0.87142,0.99079,1,0.995,0.7424,1.11376,0.56802,1.43348,1.2425e-05,1.2425e-05,1.2425e-05
199,182.754,0.43443,0.38327,0.97288,0.99079,1,0.995,0.7424,1.11376,0.56802,1.43348,9.95e-06,9.95e-06,9.95e-06
200,183.619,0.51423,0.37511,0.99741,0.99079,1,0.995,0.7424,1.11376,0.56802,1.43348,7.475e-06,7.475e-06,7.475e-06
